symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AMZN,2025-07-28 11:10:00+00:00,232.78,232.81,232.78,232.81,1233.0,36.0,232.790676
AMZN,2025-07-28 11:12:00+00:00,232.83,232.84,232.83,232.84,546.0,6.0,232.832558
AMZN,2025-07-28 11:14:00+00:00,232.83,232.83,232.83,232.83,1243.0,10.0,232.83
AMZN,2025-07-28 11:15:00+00:00,232.83,232.83,232.83,232.83,284.0,14.0,232.83
AMZN,2025-07-28 11:16:00+00:00,232.8,232.8,232.8,232.8,879.0,21.0,232.8
AMZN,2025-07-28 11:18:00+00:00,232.75,232.75,232.75,232.75,1283.0,21.0,232.75
AMZN,2025-07-28 11:22:00+00:00,232.83,232.83,232.83,232.83,455.0,12.0,232.83
AMZN,2025-07-28 11:23:00+00:00,232.83,232.83,232.83,232.83,779.0,21.0,232.83
AMZN,2025-07-28 11:24:00+00:00,232.8,232.8,232.8,232.8,803.0,24.0,232.8
AMZN,2025-07-28 11:30:00+00:00,232.81,232.87,232.81,232.87,1872.0,45.0,232.834
AMZN,2025-07-28 11:32:00+00:00,232.88,232.9,232.88,232.9,1208.0,27.0,232.891754
AMZN,2025-07-28 11:34:00+00:00,232.9,232.92,232.9,232.9,1261.0,35.0,232.902725
AMZN,2025-07-28 11:35:00+00:00,232.95,232.95,232.95,232.95,551.0,9.0,232.95
AMZN,2025-07-28 11:37:00+00:00,232.92,232.92,232.92,232.92,190.0,5.0,232.92
AMZN,2025-07-28 11:39:00+00:00,232.92,232.92,232.9,232.92,1658.0,24.0,232.914048
AMZN,2025-07-28 11:41:00+00:00,232.93,232.93,232.92,232.92,461.0,13.0,232.925
AMZN,2025-07-28 11:45:00+00:00,232.9,233.0,232.9,233.0,7623.0,168.0,232.989277
AMZN,2025-07-28 11:47:00+00:00,232.95,232.95,232.95,232.95,662.0,11.0,232.95
AMZN,2025-07-28 11:48:00+00:00,232.93,233.02,232.92,233.02,5165.0,46.0,232.965355
AMZN,2025-07-28 11:49:00+00:00,233.0,233.01,233.0,233.01,444.0,17.0,233.003745
AMZN,2025-07-28 11:50:00+00:00,233.06,233.06,233.06,233.06,2438.0,19.0,233.06
AMZN,2025-07-28 11:52:00+00:00,233.05,233.05,233.05,233.05,601.0,10.0,233.05
AMZN,2025-07-28 11:53:00+00:00,233.08,233.1,233.08,233.1,2315.0,40.0,233.096557
AMZN,2025-07-28 11:56:00+00:00,233.24,233.31,233.24,233.31,3954.0,92.0,233.286656
AMZN,2025-07-28 11:57:00+00:00,233.26,233.27,233.26,233.27,781.0,20.0,233.265455
AMZN,2025-07-28 11:58:00+00:00,233.25,233.25,233.25,233.25,1538.0,16.0,233.25
AMZN,2025-07-28 11:59:00+00:00,233.27,233.3,233.25,233.25,3028.0,24.0,233.27794
AMZN,2025-07-28 12:00:00+00:00,232.6,233.32,232.528,233.22,114256.0,2279.0,232.95796
AMZN,2025-07-28 12:01:00+00:00,233.2,233.2,233.1001,233.1001,2564.0,235.0,233.114371
AMZN,2025-07-28 12:02:00+00:00,233.1,233.11,233.0,233.0,15893.0,72.0,233.076337
AMZN,2025-07-28 12:03:00+00:00,233.02,233.1,233.0,233.1,8934.0,46.0,233.089544
AMZN,2025-07-28 12:04:00+00:00,233.22,233.22,233.08,233.1,11634.0,56.0,233.100924
AMZN,2025-07-28 12:05:00+00:00,233.1,233.1,233.1,233.1,343.0,22.0,233.1
AMZN,2025-07-28 12:06:00+00:00,233.218,233.218,233.13,233.13,1398.0,31.0,233.153202
AMZN,2025-07-28 12:07:00+00:00,233.1,233.24,233.1,233.24,1624.0,48.0,233.188978
AMZN,2025-07-28 12:08:00+00:00,233.13,233.13,233.13,233.13,4281.0,26.0,233.13
AMZN,2025-07-28 12:09:00+00:00,233.2299,233.2299,233.15,233.15,419.0,22.0,233.18995
AMZN,2025-07-28 12:10:00+00:00,233.16,233.16,233.11,233.15,869.0,28.0,233.1375
AMZN,2025-07-28 12:11:00+00:00,233.2,233.2,233.2,233.2,552.0,29.0,233.2
AMZN,2025-07-28 12:12:00+00:00,233.15,233.2,233.12,233.2,1010.0,41.0,233.168366
AMZN,2025-07-28 12:13:00+00:00,233.19,233.22,233.19,233.2,3461.0,83.0,233.202258
AMZN,2025-07-28 12:14:00+00:00,233.2,233.2387,233.1,233.1,9987.0,87.0,233.185194
AMZN,2025-07-28 12:15:00+00:00,233.1,233.24,233.1,233.24,3840.0,36.0,233.207791
AMZN,2025-07-28 12:16:00+00:00,233.1,233.14,233.1,233.1,1683.0,39.0,233.103636
AMZN,2025-07-28 12:18:00+00:00,233.15,233.15,233.1,233.1,612.0,18.0,233.13
AMZN,2025-07-28 12:19:00+00:00,233.1,233.1,233.09,233.1,1678.0,38.0,233.099115
AMZN,2025-07-28 12:20:00+00:00,233.13,233.22,233.13,233.2183,1530.0,42.0,233.180562
AMZN,2025-07-28 12:21:00+00:00,233.2014,233.2163,233.16,233.16,1092.0,22.0,233.19329
AMZN,2025-07-28 12:22:00+00:00,233.215,233.22,233.215,233.22,1191.0,34.0,233.218125
AMZN,2025-07-28 12:23:00+00:00,233.18,233.18,233.18,233.18,583.0,39.0,233.18
AMZN,2025-07-28 12:24:00+00:00,233.21,233.21,233.2,233.21,877.0,52.0,233.206667
AMZN,2025-07-28 12:25:00+00:00,233.22,233.33,233.22,233.33,10899.0,164.0,233.288019
AMZN,2025-07-28 12:26:00+00:00,233.3501,233.3501,233.3501,233.3501,784.0,39.0,233.3501
AMZN,2025-07-28 12:27:00+00:00,233.3899,233.4,233.35,233.3507,2522.0,60.0,233.379127
AMZN,2025-07-28 12:28:00+00:00,233.35,233.37,233.35,233.37,2274.0,43.0,233.351315
AMZN,2025-07-28 12:29:00+00:00,233.39,233.43,233.37,233.43,4437.0,71.0,233.395878
AMZN,2025-07-28 12:30:00+00:00,233.4546,233.4546,233.4546,233.4546,905.0,45.0,233.4546
AMZN,2025-07-28 12:31:00+00:00,233.43,233.54,233.43,233.54,10075.0,143.0,233.480285
AMZN,2025-07-28 12:33:00+00:00,233.4,233.4299,233.38,233.42,1550.0,66.0,233.406012
AMZN,2025-07-28 12:35:00+00:00,233.43,233.43,233.3053,233.3053,914.0,44.0,233.38312
AMZN,2025-07-28 12:36:00+00:00,233.43,233.43,233.3332,233.394,1367.0,40.0,233.415095
AMZN,2025-07-28 12:37:00+00:00,233.364,233.427,233.364,233.4,3122.0,75.0,233.402355
AMZN,2025-07-28 12:38:00+00:00,233.3419,233.38,233.34,233.34,2051.0,37.0,233.34455
AMZN,2025-07-28 12:39:00+00:00,233.35,233.37,233.35,233.36,2087.0,41.0,233.361264
AMZN,2025-07-28 12:40:00+00:00,233.38,233.4,233.38,233.4,3748.0,122.0,233.38645
AMZN,2025-07-28 12:41:00+00:00,233.4298,233.43,233.41,233.41,5510.0,33.0,233.42608
AMZN,2025-07-28 12:42:00+00:00,233.4299,233.4299,233.4299,233.4299,543.0,25.0,233.4299
AMZN,2025-07-28 12:43:00+00:00,233.42,233.42,233.38,233.38,1530.0,40.0,233.39092
AMZN,2025-07-28 12:44:00+00:00,233.3997,233.54,233.35,233.5,15091.0,145.0,233.467936
AMZN,2025-07-28 12:45:00+00:00,233.56,233.56,233.5001,233.5019,1616.0,47.0,233.534247
AMZN,2025-07-28 12:46:00+00:00,233.5,233.51,233.5,233.5002,3687.0,86.0,233.50349
AMZN,2025-07-28 12:47:00+00:00,233.5025,233.6,233.5025,233.6,2167.0,62.0,233.560948
AMZN,2025-07-28 12:48:00+00:00,233.64,233.65,233.61,233.65,3595.0,78.0,233.640096
AMZN,2025-07-28 12:49:00+00:00,233.66,233.7,233.66,233.7,2546.0,79.0,233.674413
AMZN,2025-07-28 12:50:00+00:00,233.7,233.75,233.7,233.7,4213.0,112.0,233.728006
AMZN,2025-07-28 12:51:00+00:00,233.7,233.7,233.6,233.6,3915.0,75.0,233.645386
AMZN,2025-07-28 12:52:00+00:00,233.66,233.75,233.6501,233.75,6994.0,116.0,233.713383
AMZN,2025-07-28 12:53:00+00:00,233.7682,233.78,233.6477,233.75,1312.0,37.0,233.733179
AMZN,2025-07-28 12:54:00+00:00,233.73,233.76,233.72,233.72,781.0,53.0,233.7425
AMZN,2025-07-28 12:55:00+00:00,233.66,233.66,233.6,233.6,3007.0,60.0,233.606143
AMZN,2025-07-28 12:56:00+00:00,233.51,233.6,233.5,233.51,3306.0,86.0,233.573828
AMZN,2025-07-28 12:57:00+00:00,233.5,233.5501,233.5,233.5501,2150.0,61.0,233.534882
AMZN,2025-07-28 12:58:00+00:00,233.5501,233.5993,233.5501,233.5993,602.0,27.0,233.587
AMZN,2025-07-28 12:59:00+00:00,233.52,233.59,233.51,233.59,1180.0,60.0,233.54
AMZN,2025-07-28 13:00:00+00:00,233.56,233.56,233.5,233.5,2247.0,69.0,233.539565
AMZN,2025-07-28 13:01:00+00:00,233.5,233.51,233.5,233.51,1175.0,59.0,233.501355
AMZN,2025-07-28 13:02:00+00:00,233.59,233.6,233.5,233.5,1819.0,51.0,233.584526
AMZN,2025-07-28 13:03:00+00:00,233.51,233.51,233.32,233.38,5701.0,77.0,233.393688
AMZN,2025-07-28 13:04:00+00:00,233.34,233.34,233.3,233.3,2925.0,70.0,233.326365
AMZN,2025-07-28 13:05:00+00:00,233.31,233.46,233.21,233.3,3388.0,82.0,233.306768
AMZN,2025-07-28 13:06:00+00:00,233.3981,233.3981,233.3,233.3,2928.0,56.0,233.310828
AMZN,2025-07-28 13:07:00+00:00,233.3842,233.39,233.1,233.32,7709.0,83.0,233.321729
AMZN,2025-07-28 13:08:00+00:00,233.32,233.3497,233.23,233.3497,8080.0,41.0,233.282815
AMZN,2025-07-28 13:09:00+00:00,233.34,233.3474,233.23,233.3,1228.0,34.0,233.297307
AMZN,2025-07-28 13:10:00+00:00,233.2601,233.35,233.1,233.15,3196.0,96.0,233.146622
AMZN,2025-07-28 13:11:00+00:00,233.3117,233.3117,233.0901,233.11,2625.0,106.0,233.151
AMZN,2025-07-28 13:12:00+00:00,233.02,233.1698,232.97,232.9999,11449.0,185.0,233.047676
AMZN,2025-07-28 13:13:00+00:00,232.98,232.9996,232.86,232.9996,2560.0,111.0,232.934957
AMZN,2025-07-28 13:14:00+00:00,232.85,232.9,232.85,232.85,2155.0,73.0,232.867778
AMZN,2025-07-28 13:15:00+00:00,232.9975,233.0,232.8972,233.0,1641.0,49.0,232.985834
AMZN,2025-07-28 13:16:00+00:00,233.0,233.15,232.9501,233.15,3698.0,56.0,233.014015
AMZN,2025-07-28 13:18:00+00:00,233.06,233.13,233.06,233.12,11711.0,103.0,233.11961
AMZN,2025-07-28 13:19:00+00:00,233.07,233.07,233.0482,233.0499,3475.0,68.0,233.058385
AMZN,2025-07-28 13:20:00+00:00,233.0,233.06,232.9536,233.06,757.0,39.0,233.00406
AMZN,2025-07-28 13:21:00+00:00,233.0596,233.0596,232.95,232.96,854.0,43.0,233.004785
AMZN,2025-07-28 13:22:00+00:00,232.99,232.99,232.88,232.9107,2262.0,78.0,232.933619
AMZN,2025-07-28 13:23:00+00:00,232.95,232.95,232.95,232.95,922.0,44.0,232.95
AMZN,2025-07-28 13:24:00+00:00,233.05,233.06,232.9494,232.98,2889.0,82.0,233.005531
AMZN,2025-07-28 13:25:00+00:00,232.95,233.06,232.9,233.06,3724.0,89.0,233.020841
AMZN,2025-07-28 13:26:00+00:00,233.0,233.05,232.89,233.03,5310.0,85.0,233.012399
AMZN,2025-07-28 13:27:00+00:00,232.92,233.602,232.92,233.49,4531.0,124.0,233.257837
AMZN,2025-07-28 13:28:00+00:00,233.59,233.71,233.5,233.58,32630.0,252.0,233.601903
AMZN,2025-07-28 13:29:00+00:00,233.56,233.57,233.32,233.57,8144.0,137.0,233.523326
AMZN,2025-07-28 13:30:00+00:00,233.35,234.27,233.15,234.1,1240838.0,17254.0,233.651703
AMZN,2025-07-28 13:31:00+00:00,234.1,234.29,233.425,233.65,327095.0,4859.0,233.961483
AMZN,2025-07-28 13:32:00+00:00,233.655,233.6974,232.75,232.8,219009.0,3688.0,232.981776
AMZN,2025-07-28 13:33:00+00:00,232.81,233.0305,232.66,232.76,160890.0,2634.0,232.842205
AMZN,2025-07-28 13:34:00+00:00,232.77,232.78,232.38,232.61,121301.0,2253.0,232.546387
AMZN,2025-07-28 13:35:00+00:00,232.61,232.89,232.41,232.485,166084.0,2648.0,232.637554
AMZN,2025-07-28 13:36:00+00:00,232.45,233.003,232.36,232.9427,200246.0,2917.0,232.750571
AMZN,2025-07-28 13:37:00+00:00,232.94,232.99,232.64,232.7,132321.0,2299.0,232.773266
AMZN,2025-07-28 13:38:00+00:00,232.6968,232.78,232.39,232.49,165305.0,2745.0,232.564481
AMZN,2025-07-28 13:39:00+00:00,232.52,232.57,232.27,232.36,171235.0,2642.0,232.439117
AMZN,2025-07-28 13:40:00+00:00,232.35,232.45,232.27,232.359,96621.0,1913.0,232.338253
AMZN,2025-07-28 13:41:00+00:00,232.3585,232.885,232.25,232.87,115476.0,1726.0,232.511968
AMZN,2025-07-28 13:42:00+00:00,232.85,233.1,232.83,233.1,125123.0,1741.0,232.973263
AMZN,2025-07-28 13:43:00+00:00,233.09,233.12,232.77,232.87,91303.0,1678.0,232.943736
AMZN,2025-07-28 13:44:00+00:00,232.875,233.1,232.87,233.064,125331.0,1979.0,232.987117
AMZN,2025-07-28 13:45:00+00:00,233.05,233.29,232.865,233.29,103238.0,1677.0,233.068747
AMZN,2025-07-28 13:46:00+00:00,233.28,233.5,233.22,233.35,125260.0,1812.0,233.378723
AMZN,2025-07-28 13:47:00+00:00,233.37,233.53,233.22,233.26,98865.0,1555.0,233.377093
AMZN,2025-07-28 13:48:00+00:00,233.2452,233.36,233.08,233.2,65058.0,1392.0,233.243272
AMZN,2025-07-28 13:49:00+00:00,233.21,233.35,233.1,233.1,102033.0,1569.0,233.246806
AMZN,2025-07-28 13:50:00+00:00,233.1,233.2,232.879,232.955,109874.0,1726.0,232.985693
AMZN,2025-07-28 13:51:00+00:00,232.955,233.17,232.8772,233.17,69662.0,1423.0,233.001096
AMZN,2025-07-28 13:52:00+00:00,233.16,233.27,232.98,233.27,103863.0,1594.0,233.147434
AMZN,2025-07-28 13:53:00+00:00,233.27,233.3895,233.23,233.345,66784.0,1240.0,233.29918
AMZN,2025-07-28 13:54:00+00:00,233.34,233.43,232.995,232.995,103234.0,1687.0,233.247719
AMZN,2025-07-28 13:55:00+00:00,232.995,233.0202,232.72,232.95,70447.0,1317.0,232.914591
AMZN,2025-07-28 13:56:00+00:00,232.99,233.46,232.99,233.37,83015.0,1509.0,233.268668
AMZN,2025-07-28 13:57:00+00:00,233.41,233.41,233.18,233.26,60484.0,1212.0,233.30249
AMZN,2025-07-28 13:58:00+00:00,233.28,233.28,233.1,233.275,96227.0,1491.0,233.205668
AMZN,2025-07-28 13:59:00+00:00,233.3,233.53,233.25,233.42,144121.0,1968.0,233.435122
AMZN,2025-07-28 14:00:00+00:00,233.43,233.55,233.2435,233.31,126719.0,2190.0,233.346219
AMZN,2025-07-28 14:01:00+00:00,233.3,233.705,233.27,233.7,106855.0,1843.0,233.498342
AMZN,2025-07-28 14:02:00+00:00,233.67,233.7,233.47,233.5676,72998.0,1435.0,233.593665
AMZN,2025-07-28 14:03:00+00:00,233.575,233.76,233.54,233.72,92332.0,1503.0,233.630481
AMZN,2025-07-28 14:04:00+00:00,233.73,233.79,233.62,233.67,58586.0,1204.0,233.716994
AMZN,2025-07-28 14:05:00+00:00,233.6823,233.86,233.6,233.76,123383.0,1980.0,233.726646
AMZN,2025-07-28 14:06:00+00:00,233.76,233.79,233.42,233.43,118075.0,1944.0,233.63443
AMZN,2025-07-28 14:07:00+00:00,233.42,233.43,233.26,233.43,80773.0,1431.0,233.338017
AMZN,2025-07-28 14:08:00+00:00,233.435,233.85,233.42,233.823,96611.0,1693.0,233.629453
AMZN,2025-07-28 14:09:00+00:00,233.81,233.9,233.59,233.645,102782.0,1547.0,233.748966
AMZN,2025-07-28 14:10:00+00:00,233.65,233.7,233.3,233.33,61003.0,1247.0,233.530778
AMZN,2025-07-28 14:11:00+00:00,233.32,233.45,233.23,233.3899,65703.0,1316.0,233.346177
AMZN,2025-07-28 14:12:00+00:00,233.3844,233.3844,233.24,233.3,61677.0,1238.0,233.300835
AMZN,2025-07-28 14:13:00+00:00,233.29,233.47,233.29,233.37,63980.0,1194.0,233.374097
AMZN,2025-07-28 14:14:00+00:00,233.3601,233.515,233.36,233.48,44407.0,912.0,233.448157
AMZN,2025-07-28 14:15:00+00:00,233.48,233.59,233.41,233.59,60869.0,1263.0,233.500449
AMZN,2025-07-28 14:16:00+00:00,233.59,233.63,233.55,233.6276,44764.0,946.0,233.594333
AMZN,2025-07-28 14:17:00+00:00,233.61,233.625,233.45,233.5201,42924.0,1032.0,233.532874
AMZN,2025-07-28 14:18:00+00:00,233.52,233.52,233.41,233.4492,54730.0,1128.0,233.466622
AMZN,2025-07-28 14:19:00+00:00,233.46,233.53,233.34,233.42,39146.0,965.0,233.407321
AMZN,2025-07-28 14:20:00+00:00,233.42,233.48,233.35,233.4799,64866.0,1143.0,233.433263
AMZN,2025-07-28 14:21:00+00:00,233.45,233.4798,233.13,233.2,94342.0,1587.0,233.324522
AMZN,2025-07-28 14:22:00+00:00,233.18,233.48,233.06,233.48,54867.0,1637.0,233.301786
AMZN,2025-07-28 14:23:00+00:00,233.475,233.56,233.4,233.4607,67987.0,1166.0,233.463939
AMZN,2025-07-28 14:24:00+00:00,233.4588,233.59,233.44,233.46,54552.0,1131.0,233.519061
AMZN,2025-07-28 14:25:00+00:00,233.45,233.53,233.36,233.51,80843.0,1226.0,233.445049
AMZN,2025-07-28 14:26:00+00:00,233.51,233.595,233.43,233.52,77291.0,1382.0,233.526202
AMZN,2025-07-28 14:27:00+00:00,233.5296,233.53,233.3,233.3599,60003.0,1088.0,233.417544
AMZN,2025-07-28 14:28:00+00:00,233.36,233.48,233.345,233.4286,59643.0,939.0,233.410541
AMZN,2025-07-28 14:29:00+00:00,233.41,233.47,233.35,233.47,40661.0,968.0,233.425439
AMZN,2025-07-28 14:30:00+00:00,233.465,233.69,233.4462,233.5,84803.0,1445.0,233.547189
AMZN,2025-07-28 14:31:00+00:00,233.5048,233.645,233.44,233.645,52378.0,1093.0,233.560546
AMZN,2025-07-28 14:32:00+00:00,233.645,233.73,233.5287,233.675,74409.0,1342.0,233.626497
AMZN,2025-07-28 14:33:00+00:00,233.67,233.685,233.6001,233.6001,49622.0,1074.0,233.644533
AMZN,2025-07-28 14:34:00+00:00,233.61,233.75,233.595,233.6198,60951.0,1283.0,233.677869
AMZN,2025-07-28 14:35:00+00:00,233.6001,233.75,233.6,233.73,55220.0,1185.0,233.684024
AMZN,2025-07-28 14:36:00+00:00,233.735,233.76,233.65,233.709,54426.0,2636.0,233.689484
AMZN,2025-07-28 14:37:00+00:00,233.7,233.72,233.59,233.63,43279.0,997.0,233.652876
AMZN,2025-07-28 14:38:00+00:00,233.65,233.8,233.61,233.75,60422.0,1266.0,233.714924
AMZN,2025-07-28 14:39:00+00:00,233.75,233.89,233.68,233.885,50488.0,1083.0,233.809622
AMZN,2025-07-28 14:40:00+00:00,233.88,233.92,233.83,233.8935,66190.0,1198.0,233.875401
AMZN,2025-07-28 14:41:00+00:00,233.8948,233.98,233.86,233.975,59811.0,1029.0,233.935288
AMZN,2025-07-28 14:42:00+00:00,233.98,234.09,233.93,234.09,138844.0,2802.0,234.003278
AMZN,2025-07-28 14:43:00+00:00,234.09,234.09,233.98,234.05,125076.0,2077.0,234.038564
AMZN,2025-07-28 14:44:00+00:00,234.07,234.09,233.91,233.95,75736.0,1333.0,234.014613
AMZN,2025-07-28 14:45:00+00:00,233.9597,234.04,233.84,233.975,65531.0,1407.0,233.944634
AMZN,2025-07-28 14:46:00+00:00,233.9707,234.09,233.9673,233.99,56204.0,1030.0,234.020496
AMZN,2025-07-28 14:47:00+00:00,233.995,234.16,233.96,234.1524,93417.0,1447.0,234.063906
